"provider_name,""address1"",""address2"",""city"",""state"",""zip"",""public_phone"",""latitude"",""longitude"",""geopoint"",""last_report_date"",""is_pap"",""is_prescribing_svcs_available"",""url_appointment"",""home_delivery"",""is_icatt_site"",""has_usg_product"",""has_commercial_product"",""has_paxlovid"",""has_commercial_paxlovid"",""has_usg_paxlovid"",""has_lagevrio"",""has_commercial_lagevrio"",""has_usg_lagevrio"",""has_veklury"",""has_oseltamivir_generic"",""has_oseltamivir_suspension"",""has_oseltamivir_tamiflu"",""has_baloxavir"",""has_zanamivir"",""has_peramivir"",""grantee_code"",""is_flu"",""is_covid"""
"CVS PHARMACY #00078,""14695 HIGHWAY 43"",,""RUSSELLVILLE"",""AL"",""35653-2552"",,""34.504864"",""-87.717689"",""POINT (-87.717689 34.504864)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"CVS PHARMACY #04372,""4280 MITT LARY RD"",,""NORTHPORT"",""AL"",""35475-4766"",""205-339-0415"",""33.306171"",""-87.600403"",""POINT (-87.600403 33.306171)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"GUARDIAN PHARMACY OF BIRMINGHAM,""201 LONDON PKWY."",""SUITE 400"",""BIRMINGHAM"",""AL"",""35211-4498"",,""33.65078"",""-86.635685"",""POINT (-86.635685 33.65078)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MH1"",""false"",""true"""
"CVS PHARMACY #17348,""2754 LEGENDS PKWY"",,""PRATTVILLE"",""AL"",""36066-7748"",""334-290-6001"",""32.457107"",""-86.395978"",""POINT (-86.395978 32.457107)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #17350,""250 S COLONIAL DR"",,""ALABASTER"",""AL"",""35007-4657"",""205-564-2609"",""33.224398"",""-86.804269"",""POINT (-86.804269 33.224398)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"WALGREENS #10947,""2015 PEPPERELL PKWY"",,""OPELIKA"",""AL"",""36801-5441"",""334-749-3073"",""32.63733"",""-85.40636"",""POINT (-85.40636 32.63733)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"EASTSIDE PHARMACY AND CUSTOM COMPOUNDING,""1406 SOUTH LINDSAY LANE"",""SUITE A"",""ATHENS"",""AL"",""35613"",,""34.789908"",""-86.883966"",""POINT (-86.883966 34.789908)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"CVS PHARMACY #17419,""3489 LOWERY PKWY"",,""FULTONDALE"",""AL"",""35068-1677"",""205-453-6033"",""33.601638"",""-86.805407"",""POINT (-86.805407 33.601638)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00585,""9505 VAUGHN RD"",,""PIKE ROAD"",""AL"",""36064-2292"",""772-567-7136"",""32.347402"",""-86.094298"",""POINT (-86.094298 32.347402)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"JOHNSON RX PHARMACY,""4055 AL HWY 9"",""STE F"",""CEDAR BLUFF"",""AL"",""35959"",,""34.220763"",""-85.597881"",""POINT (-85.597881 34.220763)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MS1"",""false"",""true"""
"WALGREENS #11098,""100 ELBA HWY"",,""TROY"",""AL"",""36079-5467"",""334-808-4282"",""31.784432"",""-85.964045"",""POINT (-85.964045 31.784432)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""true"",""false"",""false"",""WG1"",""true"",""true"""
"WALGREENS #10762,""2040 DOUGLAS AVE"",,""BREWTON"",""AL"",""36426-1151"",""251-867-6838"",""31.139161"",""-87.068216"",""POINT (-87.068216 31.139161)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""true"",""false"",""false"",""WG1"",""true"",""true"""
"STAR DISCOUNT PHARMACY,""7900 BAILEY COVE RD SE STE R"",,""HUNTSVILLE"",""AL"",""35802"",,""34.66039"",""-86.540735"",""POINT (-86.540735 34.66039)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"WALMART PHARMACY 10-4581,""2500 DAWES ROAD"",,""MOBILE"",""AL"",""36695"",,""30.639038"",""-88.246334"",""POINT (-88.246334 30.639038)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"WALGREENS #11450,""897 HIGHWAY 78"",,""SUMITON"",""AL"",""35148-3416"",,""33.744926"",""-87.046583"",""POINT (-87.046583 33.744926)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"ISLAND DRUGS,""3645 GULF SHORES PKWY"",""STE 107"",""GULF SHORES"",""AL"",""36542"",,""30.29616"",""-87.683931"",""POINT (-87.683931 30.29616)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"WALGREENS #11468,""101 GREENVILLE BYP"",,""GREENVILLE"",""AL"",""36037-3724"",""334-382-1414"",""31.849109"",""-86.639292"",""POINT (-86.639292 31.849109)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"WALMART PHARMACY 10-4657,""6350 COTTAGE HILL RD"",,""MOBILE"",""AL"",""36609"",,""30.641508"",""-88.189319"",""POINT (-88.189319 30.641508)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"CVS PHARMACY #00467,""8370 HIGHWAY 31"",,""CALERA"",""AL"",""35040-6903"",,""33.10147"",""-86.753716"",""POINT (-86.753716 33.10147)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"J&M PHARMACY AND COMPOUNDING CENTER LLC,""301 2ND AVENUE WEST"",,""ONEONTA"",""AL"",""35121"",,""33.946341"",""-86.474962"",""POINT (-86.474962 33.946341)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MS1"",""false"",""true"""
"WALGREENS #11180,""1700 2ND AVE SW"",,""CULLMAN"",""AL"",""35055-5397"",""256-734-7188"",""34.158645"",""-86.834083"",""POINT (-86.834083 34.158645)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"PUBLIX PHARMACY #1218,""5850 HIGHWAY 53"",,""HARVEST"",""AL"",""35749"",,""34.846371"",""-86.710331"",""POINT (-86.710331 34.846371)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"GREENHILL PHARMACY,""357 HIGHWAY 64"",,""KILLEN"",""AL"",""35645"",,""34.9293"",""-87.52627"",""POINT (-87.52627 34.9293)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"PUBLIX PHARMACY #1213,""25771 PERDIDO BEACH BLVD"",,""ORANGE BEACH"",""AL"",""36561"",,""30.271716"",""-87.588188"",""POINT (-87.588188 30.271716)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALMART PHARMACY 10-4497,""1007 RED FARMER DRIVE"",,""HUEYTOWN"",""AL"",""35023"",,""33.460574"",""-86.96832"",""POINT (-86.96832 33.460574)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"WALGREENS #12098,""311 PELHAM RD S"",,""JACKSONVILLE"",""AL"",""36265-2140"",""256-782-1502"",""33.81581"",""-85.76067"",""POINT (-85.76067 33.81581)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"ADAMS DRUGS - MILLBROOK,""185 ASHTON PLAZA STREET"",,""MILLBROOK"",""AL"",""36054"",,""32.515852"",""-86.381859"",""POINT (-86.381859 32.515852)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"CVS PHARMACY #05316,""12275 HIGHWAY 231 431 N"",,""MERIDIANVILLE"",""AL"",""35759-1205"",,""34.8583645"",""-86.57205419"",""POINT (-86.57205419 34.8583645)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"WALGREENS #12333,""4544 SAINT STEPHENS RD"",,""PRICHARD"",""AL"",""36613-3509"",""251-330-1631"",""30.764933"",""-88.127818"",""POINT (-88.127818 30.764933)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #01777,""1888 OGLETREE RD"",,""AUBURN"",""AL"",""36830-7522"",""334-502-8363"",""32.583936"",""-85.438211"",""POINT (-85.438211 32.583936)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"HOMEWOOD PHARMACY,""940 OXMOOR ROAD"",,""HOMEWOOD"",""AL"",""35209"",,""33.473813"",""-86.808466"",""POINT (-86.808466 33.473813)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""ALA"",""false"",""true"""
"BOONE'S PHARMACY,""951B US HIGHWAY 80 W"",,""DEMOPOLIS"",""AL"",""36732-4102"",,""32.496135"",""-87.848525"",""POINT (-87.848525 32.496135)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""ALA"",""false"",""true"""
"WALGREENS #12879,""1772 S ALABAMA AVE"",,""MONROEVILLE"",""AL"",""36460-3062"",""251-743-4410"",""31.501642"",""-87.319361"",""POINT (-87.319361 31.501642)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #17547,""5561 GROVE BLVD"",,""BIRMINGHAM"",""AL"",""35226-4600"",""205-747-1655"",""33.361855"",""-86.85299"",""POINT (-86.85299 33.361855)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""CV1"",""true"",""true"""
"FAMILY PHARMACY OF RUSSELLVILLE,""455 UNDERWOOD RD"",,""RUSSELLVILLE"",""AL"",""35653"",,""34.515598"",""-87.654175"",""POINT (-87.654175 34.515598)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MS1"",""false"",""true"""
"BAYOU PHARMACY,""12855 PADGETT SWITCH ROAD"",,""IRVINGTON"",""AL"",""36544"",,""30.423392"",""-88.242718"",""POINT (-88.242718 30.423392)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CP1"",""false"",""true"""
"WALGREENS #13158,""3110 TAYLOR RD"",,""MONTGOMERY"",""AL"",""36116-6767"",""334-244-0143"",""32.338069"",""-86.18031"",""POINT (-86.18031 32.338069)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""true"",""false"",""false"",""WG1"",""true"",""true"""
"MILLS PHARMACY AT MCCALLA,""4750 EASTERN VALLEY RD"",,""MC CALLA"",""AL"",""35111-3406"",,""33.32676"",""-87.01489"",""POINT (-87.01489 33.32676)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"FRISCO CITY PHARMACY,""3749 BOWDEN ST"",,""FRISCO CITY"",""AL"",""36445-3655"",,""31.4369"",""-87.3958"",""POINT (-87.3958 31.4369)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"GLOVER DRUG URGENTCARE NW,""2708 HIGHWAY 78 E"",,""JASPER"",""AL"",""35501-3430"",,""33.843553"",""-87.244231"",""POINT (-87.244231 33.843553)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""ALA"",""false"",""true"""
"PUBLIX PHARMACY #1292,""160 COTTON CREEK DRIVE, SUITE 100"",,""GULF SHORES"",""AL"",""36542"",,""30.298106"",""-87.681384"",""POINT (-87.681384 30.298106)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"PUBLIX PHARMACY #1281,""90 MARKETPLACE CIRCLE"",,""CALERA"",""AL"",""35040"",,""33.155567"",""-86.748321"",""POINT (-86.748321 33.155567)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"CORNERSTONE FAMILY PHARMACY,""851 GOODYEAR AVE"",,""GADSDEN"",""AL"",""35903-1133"",,""34.007342"",""-85.967613"",""POINT (-85.967613 34.007342)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"MILLS PHARMACY AT PARKWAY,""9709 PARKWAY E STE F"",,""BIRMINGHAM"",""AL"",""35215-7853"",,""33.65079"",""-86.635655"",""POINT (-86.635655 33.65079)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"HALEY'S PHARMACY,""1625 21ST ST"",,""HALEYVILLE"",""AL"",""35565-2039"",,""34.22869"",""-87.613813"",""POINT (-87.613813 34.22869)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"PUBLIX PHARMACY #1375,""1620 ROSS CLARK CIRCLE"",,""DOTHAN"",""AL"",""36301-5439"",,""31.197618"",""-85.374513"",""POINT (-85.374513 31.197618)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"BROOKLERE PHARMACY,""205 BUCK CREEK PLZ"",,""ALABASTER"",""AL"",""35007-7004"",,""33.21861"",""-86.825044"",""POINT (-86.825044 33.21861)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""ALA"",""false"",""true"""
"MIDTOWN PHARMACY,""2152 AIRPORT BLVD SUITE 107"",,""MOBILE"",""AL"",""36606"",,""30.676699"",""-88.092129"",""POINT (-88.092129 30.676699)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MS1"",""false"",""true"""
"PROXYCARE ALABAMA INC,""120 OXMOOR BLVD STE 120"",,""BIRMINGHAM"",""AL"",""35209-5921"",,""33.442054"",""-86.843455"",""POINT (-86.843455 33.442054)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"SEMMES PHARMACY,""8985 MOFFETT RD"",,""SEMMES"",""AL"",""36575"",,""30.778113"",""-88.254319"",""POINT (-88.254319 30.778113)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""AS2"",""false"",""true"""
"PUBLIX PHARMACY #1370,""501 CHELSEA CROSSROADS"",,""CHELSEA"",""AL"",""35043"",,""33.353082"",""-86.608097"",""POINT (-86.608097 33.353082)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALMART PHARMACY 10-5653,""25241 PERDIDO BEACH BLVD"",,""ORANGE BEACH"",""AL"",""36561"",,""30.269145"",""-87.594008"",""POINT (-87.594008 30.269145)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"GENTRY PHARMACY,""3100 BLUE LAKE DRIVE"",,""VESTAVIA"",""AL"",""35243-2325"",,""33.431659"",""-86.734682"",""POINT (-86.734682 33.431659)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"MURPHY'S PHARMACY,""11069 US HWY 278 E"",,""HOLLY POND"",""AL"",""35083"",,""34.174643"",""-86.612645"",""POINT (-86.612645 34.174643)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"WETUMPKA PHARMACY, LLC,""277 HUNTRESS ST STE 101"",,""WETUMPKA"",""AL"",""36093"",,""32.506488"",""-86.217443"",""POINT (-86.217443 32.506488)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""MS1"",""false"",""true"""
"MIMC RX4U,""1 MOBILE INFIRMARY CIR"",,""MOBILE"",""AL"",""36607-3522"",,""30.697078"",""-88.080597"",""POINT (-88.080597 30.697078)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
