"provider_name,""address1"",""address2"",""city"",""state"",""zip"",""public_phone"",""latitude"",""longitude"",""geopoint"",""last_report_date"",""is_pap"",""is_prescribing_svcs_available"",""url_appointment"",""home_delivery"",""is_icatt_site"",""has_usg_product"",""has_commercial_product"",""has_paxlovid"",""has_commercial_paxlovid"",""has_usg_paxlovid"",""has_lagevrio"",""has_commercial_lagevrio"",""has_usg_lagevrio"",""has_veklury"",""has_oseltamivir_generic"",""has_oseltamivir_suspension"",""has_oseltamivir_tamiflu"",""has_baloxavir"",""has_zanamivir"",""has_peramivir"",""grantee_code"",""is_flu"",""is_covid"""
"CVS PHARMACY #05852,""13454 S ORANGE BLOSSOM TRAIL"",,""ORLANDO"",""FL"",""32837"",,""28.368742"",""-81.405213"",""POINT (-81.405213 28.368742)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"WALGREENS #4384,""400 HIALEAH DR"",,""HIALEAH"",""FL"",""33010-5347"",""305-884-8774"",""25.822764"",""-80.278448"",""POINT (-80.278448 25.822764)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"WALGREENS #15640,""18410 PINES BLVD"",,""PEMBROKE PINES"",""FL"",""33029-1401"",""954-435-8604"",""26.006907"",""-80.393232"",""POINT (-80.393232 26.006907)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"PUBLIX PHARMACY #0621,""1920 WEST AVE"",,""MIAMI BEACH"",""FL"",""33139"",,""25.795235"",""-80.143101"",""POINT (-80.143101 25.795235)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"CVS PHARMACY #16886,""325 N ALAFAYA TRL"",,""ORLANDO"",""FL"",""32828"",""407-482-8194"",""28.551725"",""-81.201787"",""POINT (-81.201787 28.551725)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"PUBLIX PHARMACY #1302,""13401 SUMMERLIN RD."",,""FORT MYERS"",""FL"",""33919"",,""26.547306"",""-81.884556"",""POINT (-81.884556 26.547306)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"PUBLIX PHARMACY #0348,""3740 WEST HILLSBORO BLVD"",,""DEERFIELD BEACH"",""FL"",""33442"",,""26.315905"",""-80.1538"",""POINT (-80.1538 26.315905)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"CVS PHARMACY #03753,""7850 131ST STREET NORTH"",,""SEMINOLE"",""FL"",""33776"",""727-398-4489"",""27.844239"",""-82.820353"",""POINT (-82.820353 27.844239)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"PUBLIX PHARMACY #0235,""4401 13TH STREET"",,""SAINT CLOUD"",""FL"",""34769"",,""28.250879"",""-81.316924"",""POINT (-81.316924 28.250879)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"PUBLIX PHARMACY #0896,""8244 NAVARRE PARKWAY"",,""NAVARRE"",""FL"",""32566"",,""30.403974"",""-86.878252"",""POINT (-86.878252 30.403974)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALGREENS #6873,""1201 SW 1ST ST"",,""MIAMI"",""FL"",""33135-2401"",""305-324-8193"",""25.774502"",""-80.214682"",""POINT (-80.214682 25.774502)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #05864,""1820 CHENEY HIGHWAY"",,""TITUSVILLE"",""FL"",""32780"",""321-383-5420"",""28.558257"",""-80.823235"",""POINT (-80.823235 28.558257)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"EL JARDIN PHARMACY,""8361 PINES BLVD"",,""PEMBROKE PINES"",""FL"",""33025"",,""26.009143"",""-80.251897"",""POINT (-80.251897 26.009143)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"PUBLIX PHARMACY #0097,""23965 US HIGHWAY 27"",,""LAKE WALES"",""FL"",""33853"",,""27.95863"",""-81.620918"",""POINT (-81.620918 27.95863)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"CVS PHARMACY #08382,""6042 SW HWY 200"",,""OCALA"",""FL"",""34476"",""352-873-0984"",""29.115836"",""-82.218994"",""POINT (-82.218994 29.115836)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"PUBLIX PHARMACY #0022,""5100 CLARK ROAD"",,""SARASOTA"",""FL"",""34233"",,""27.2658"",""-82.467898"",""POINT (-82.467898 27.2658)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALGREENS #7273,""2590 E HIGHWAY 50"",,""CLERMONT"",""FL"",""34711-6050"",""352-394-1748"",""28.547417"",""-81.707564"",""POINT (-81.707564 28.547417)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #08378,""16001 MIRAMAR PKWY"",,""MIRAMAR"",""FL"",""33027"",""954-435-3935"",""25.979334"",""-80.360367"",""POINT (-80.360367 25.979334)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"WALMART PHARMACY 10-3527,""1675 ST. LUCIE WEST BLVD"",,""PORT ST LUCIE"",""FL"",""34986"",,""27.318693"",""-80.388661"",""POINT (-80.388661 27.318693)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"PUBLIX PHARMACY #0383,""421 MARY ESTHER CUT OFF NW"",,""FT WALTON BEACH"",""FL"",""32548"",,""30.426511"",""-86.644614"",""POINT (-86.644614 30.426511)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALGREENS #748,""12295 N BISCAYNE BLVD"",,""NORTH MIAMI"",""FL"",""33181-2713"",,""25.81893"",""-80.15891"",""POINT (-80.15891 25.81893)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"CVS PHARMACY #16979,""4005 HIGHWAY 98 N"",,""LAKELAND"",""FL"",""33809"",""863-815-9408"",""28.093718"",""-81.970834"",""POINT (-81.970834 28.093718)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"WALGREENS #7090,""3000 N ALAFAYA TRAIL"",,""ORLANDO"",""FL"",""32826-3206"",,""28.583525"",""-81.208622"",""POINT (-81.208622 28.583525)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"SPEEDY SCRIPTS PHARMACY INC,""1115 45TH ST"",""STE 3"",""WEST PALM BEACH"",""FL"",""33407"",,""26.753509"",""-80.069906"",""POINT (-80.069906 26.753509)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"PUBLIX PHARMACY #0023,""6790 FOREST HILL BLVD"",,""GREENACRES"",""FL"",""33413"",,""26.64947"",""-80.14859"",""POINT (-80.14859 26.64947)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"CVS PHARMACY #06801,""5972 UNIVERSITY BLVD WEST"",,""JACKSONVILLE"",""FL"",""32216"",""904-419-5670"",""30.276789"",""-81.602884"",""POINT (-81.602884 30.276789)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"WALGREENS #7667,""390 STATE RD 13 NORTH"",,""JACKSONVILLE"",""FL"",""32259-2837"",,""30.172617"",""-81.628694"",""POINT (-81.628694 30.172617)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"CVS PHARMACY #07883,""4215 SW 9TH ST"",,""VERO BEACH"",""FL"",""32968"",""772-564-8235"",""27.586274"",""-80.423266"",""POINT (-80.423266 27.586274)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #03283,""6888 N 9TH AVE"",,""PENSACOLA"",""FL"",""32504"",""850-476-0710"",""30.494437"",""-87.189235"",""POINT (-87.189235 30.494437)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"PUBLIX PHARMACY #1305,""9005 US HIGHWAY 301 NORTH"",,""PARRISH"",""FL"",""34219"",,""27.543555"",""-82.473184"",""POINT (-82.473184 27.543555)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""PX1"",""false"",""true"""
"WALGREENS #2818,""2199 W BUSCH BLVD"",,""TAMPA"",""FL"",""33612-7565"",""813-932-2264"",""28.033807"",""-82.483632"",""POINT (-82.483632 28.033807)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""true"",""false"",""false"",""WG1"",""true"",""true"""
"WALMART PHARMACY 10-0718,""2120 US HWY 92 WEST"",,""AUBURNDALE"",""FL"",""33823"",,""28.056138"",""-81.819322"",""POINT (-81.819322 28.056138)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"CVS PHARMACY #05859,""3813 MANATEE AVENUE WEST"",,""BRADENTON"",""FL"",""34205"",""941-747-5944"",""27.495098"",""-82.59929"",""POINT (-82.59929 27.495098)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #05917,""3771 S CLYDE MORRIS BLVD"",,""PORT ORANGE"",""FL"",""32129"",,""29.143495"",""-81.034325"",""POINT (-81.034325 29.143495)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"WALGREENS #1925,""13317 N BOULEVARD"",,""TAMPA"",""FL"",""33612-3317"",""813-935-8524"",""28.04178"",""-82.349"",""POINT (-82.349 28.04178)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""false"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"WALGREENS #3613,""4220 MANATEE AVE W"",,""BRADENTON"",""FL"",""34205-1721"",""941-749-1561"",""27.496256"",""-82.603389"",""POINT (-82.603389 27.496256)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"WALGREENS #3828,""2110 SE OCEAN BLVD"",,""STUART"",""FL"",""34996-3306"",""772-283-1045"",""27.229817"",""-80.183832"",""POINT (-80.183832 27.229817)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"SAMS PHARMACY 10-8151,""1707 W 23RD ST"",,""PANAMA CITY"",""FL"",""32405-2916"",,""30.188149"",""-85.68804"",""POINT (-85.68804 30.188149)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"WALGREENS #3080,""975 S BABCOCK ST"",,""MELBOURNE"",""FL"",""32901-1852"",""321-723-4664"",""28.111249"",""-80.622217"",""POINT (-80.622217 28.111249)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #05824,""2515 SHADOWLAWN DRIVE"",,""NAPLES"",""FL"",""34112"",,""26.130184"",""-81.77"",""POINT (-81.77 26.130184)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"WALGREENS #5490,""1609 S CONGRESS AVE"",,""BOYNTON BEACH"",""FL"",""33426-6543"",,""26.51268"",""-80.091313"",""POINT (-80.091313 26.51268)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WG1"",""false"",""true"""
"CVS PHARMACY #00104,""1 S MISSOURI AVE"",,""CLEARWATER"",""FL"",""33756"",""727-446-6037"",""27.965155"",""-82.787054"",""POINT (-82.787054 27.965155)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00163,""1635 BARTOW RD"",,""LAKELAND"",""FL"",""33801"",""863-686-5161"",""28.023226"",""-81.925471"",""POINT (-81.925471 28.023226)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00312,""2773 FRUITVILLE RD"",,""SARASOTA"",""FL"",""34237"",""941-365-1464"",""27.33806"",""-82.514517"",""POINT (-82.514517 27.33806)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00368,""3709 N TAMIAMI TRL"",,""SARASOTA"",""FL"",""34234"",""941-355-4155"",""27.36756"",""-82.552278"",""POINT (-82.552278 27.36756)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00406,""2400 TAMIAMI TRAIL"",,""PUNTA GORDA"",""FL"",""33950"",,""26.916623"",""-82.046401"",""POINT (-82.046401 26.916623)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""CV1"",""false"",""true"""
"CVS PHARMACY #00411,""500 S 11TH ST"",,""LAKE WALES"",""FL"",""33853"",""863-676-2564"",""27.893455"",""-81.565204"",""POINT (-81.565204 27.893455)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00453,""15050 N CLEVELAND AVE"",,""NORTH FT MYERS"",""FL"",""33903"",""239-995-5461"",""26.682797"",""-81.900893"",""POINT (-81.900893 26.682797)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00538,""7351 W HILLSBOROUGH AVE"",,""TAMPA"",""FL"",""33634"",""813-884-2506"",""27.99716"",""-82.56249"",""POINT (-82.56249 27.99716)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #01067,""737 CAPE CORAL PKWY E"",,""CAPE CORAL"",""FL"",""33904"",""239-542-0512"",""26.56329"",""-81.958541"",""POINT (-81.958541 26.56329)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"WALMART PHARMACY 10-3474,""6225 EAST STATE ROAD 64"",,""BRADENTON"",""FL"",""34208"",,""27.495827"",""-82.482476"",""POINT (-82.482476 27.495827)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"DANIA DISCOUNT DRUG INC,""16 S FEDERAL HWY"",,""DANIA BEACH"",""FL"",""33004"",,""26.051879"",""-80.144087"",""POINT (-80.144087 26.051879)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",,""false"",""true"""
"WAL-MART PHARMACY 10-5325,""5555 WEST ATLANTIC BLVD"",,""MARGATE"",""FL"",""33063"",,""26.23736"",""-80.203029"",""POINT (-80.203029 26.23736)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""false"",""WM1"",""false"",""true"""
"WALGREENS #7686,""2814 W KENNEDY BLVD"",,""ORLANDO"",""FL"",""32810-6138"",""407-292-4623"",""28.617889"",""-81.414159"",""POINT (-81.414159 28.617889)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""true"",""false"",""false"",""false"",""false"",""false"",""WG1"",""true"",""true"""
"CVS PHARMACY #00170,""839 N ORLANDO AVE"",,""WINTER PARK"",""FL"",""32789"",""407-647-1862"",""28.590536"",""-81.365822"",""POINT (-81.365822 28.590536)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00204,""5899 ORANGE BLOSSOM TRL"",,""ORLANDO"",""FL"",""32839"",""407-855-8426"",""28.4856"",""-81.392835"",""POINT (-81.392835 28.4856)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""true"",""true"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
"CVS PHARMACY #00567,""591 NE 79TH ST"",,""MIAMI"",""FL"",""33138"",""305-758-1742"",""25.842316"",""-80.184739"",""POINT (-80.184739 25.842316)"",""2025-02-10T00:00:00.000"",""true"",,,""false"",""false"",""false"",""true"",""true"",""true"",""false"",""false"",""false"",""false"",""false"",""true"",""true"",""false"",""false"",""false"",""false"",""CV1"",""true"",""true"""
